Fund House,Funds,Category,Rating,AUM(in Rs. cr),ExpenseRatio (%),inception_date,Benchmark Index,NAV,52 WeekHigh (NAV),52 WeekLow (NAV),Return (%)1 mo,Return (%)3 mo,Return (%)6 mo,Return (%)1 yr,Return (%)2 yrs,Return (%)3 yrs,Return (%)5 yrs,Return (%)10 yrs,Turnover Ratio (%),No. of Stocks,Avg. Market Cap(in Rs. cr),Large Cap(%),Mid Cap(%),Small Cap(%),Highest Sector,Avg. Maturity(in yrs),Mod. Duration(in yrs),Yield To Maturity (%),Alpha,Sharpe,Sortino,Beta,Standard Deviation,classification,category_average_return_1year,category_average_return_3years,Exit_load_Remarks
Invesco Mutual Fund,Invesco India Tax Plan(G),EQ-ELSS,3,1845.6,2.04,29-Dec-06,S&P BSE 500 - TRI,77.45,88.43,68.12,-1.63,6.24,-1.93,-11.99,19.22,14.45,10.93,15.21,59,44,123346,61.92,24.13,11.21,Financials,-,-,-,-7.84,-0.71,-1.09,0.95,18.36,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
Invesco Mutual Fund,Invesco India Treasury Advantage Fund(G),DT-LOWD,4,1670.3,0.65,18-Jan-07,NIFTY Low Duration Debt Index,3125.02,3125.11,3026.86,0.22,0.93,1.64,3.24,3.46,4.82,5.99,7.17,0,-,-,-,-,-,-,0.64,0.59,6.89,0.58,1.15,1.67,0.09,0.48,Debt : Low Duration,3.28,4.97,Nil
Invesco Mutual Fund,Invesco India Ultra Short Term Fund(G),DT-USD,2,634.2,0.89,30-Dec-10,NIFTY Ultra Short Duration Debt Index,2240.26,2240.26,2166.39,0.28,1.01,1.79,3.4,3.24,4.01,5.34,6.78,0,-,-,-,-,-,-,0.49,0.45,6.84,0.73,2.04,3.05,0.05,0.35,Debt : Ultra Short Duration,3.68,4.48,Nil
ITI Mutual Fund,ITI Arbitrage Fund-Reg(G),HY-ARB,Unrated,9.1,0.97,9-Sep-19,Nifty 50 Arbitrage,10.92,10.92,10.65,0.32,0.77,1.27,2.34,2.43,2.7,-,-,-,21,241483,62.07,4.45,0.81,Financials,-,-,4.99,-0.4,-0.4,-0.78,-0.04,0.97,Hybrid : Arbitrage,3.56,3.65,0.25% on or before 30D NIL after 30D
ITI Mutual Fund,ITI Balanced Advantage Fund-Reg(G),HY-DYN,Unrated,555.3,2.37,31-Dec-19,NIFTY 50 Hybrid Composite Debt 50:50 Index,10.41,11.14,9.95,0.04,2.26,0.11,-7.3,9.91,-,-,-,0,56,311945,67.31,1.11,-,Financials,0.09,0.08,6.09,-9.42,-1.24,-1.93,0.35,7.74,Hybrid : Dynamic Asset Allocation,1.18,10.47,Nil upto 10% of units and 1% for remaining units on or before 3M Nil after 3M
ITI Mutual Fund,ITI Banking & Financial Services Fund-Reg(G),EQ-FIN,Unrated,197.8,2.63,6-Dec-21,Nifty Financial Services - TRI,10.46,10.8,8.75,-1.87,10.33,7.84,-,-,-,-,-,-,21,229655,79.37,5.49,9.94,Financials,0.2,0.19,3.51,-,-,-,-,-,Equity : Sectoral - Financial Services,-1.79,11.01,1% on or before 12M Nil after 12M
ITI Mutual Fund,ITI Banking & PSU Debt Fund-Reg(G),DT-B&PSU,Unrated,27.3,0.7,22-Oct-20,CRISIL Banking and PSU Debt Index,10.79,10.79,10.42,0.3,1.08,1.95,3.52,-,-,-,-,0,-,-,-,-,-,-,0.57,0.5,6.44,0.81,1.56,2.83,0.08,0.49,Debt : Banking & PSU,2.42,5.6,Nil
ITI Mutual Fund,ITI Conservative Hybrid Fund-Reg(G),HY-DT(CO),Unrated,22,1.61,11-Mar-22,NIFTY 50 Hybrid Composite Debt 15:85 Index,10.17,10.22,9.9,0.09,1.59,1.92,-,-,-,-,-,0,48,400423,9.34,-,-,Financials,0.78,0.71,6.28,-,-,-,-,-,Hybrid : Debt Oriented (Conservative),0.59,9.76,Nil
ITI Mutual Fund,ITI Dynamic Bond Fund-Reg(G),DT-DYN,Unrated,21.7,1.2,14-Jul-21,CRISIL Dynamic Debt Index,10.43,10.43,10.11,0.27,1.01,1.87,3.17,-,-,-,-,0,-,-,-,-,-,-,0.94,0.84,6.49,0.33,0.34,0.58,0.11,0.81,Debt : Dynamic Bond,2.02,5.08,0.25% on or before 3M Nil after 3M
ITI Mutual Fund,ITI Large Cap Fund-Reg(G),EQ-LC,Unrated,193.5,2.48,24-Dec-20,NIFTY 100 - TRI,11.89,13.02,10.28,-0.08,7.79,1.85,-9.78,-,-,-,-,-,39,290872,93.03,5.22,-,Financials,-,-,-,-6.1,-0.64,-1.01,0.92,17.46,Equity : Large Cap,-3.51,14.3,1% on or before 3M Nil after 3M
ITI Mutual Fund,ITI Liquid Fund-Reg(G),DT-LIQ,Unrated,56.8,0.25,24-Apr-19,Crisil Liquid Fund Index,1139.75,1139.75,1095.64,0.45,1.29,2.35,4.02,3.48,3.52,-,-,0,-,-,-,-,-,-,0.06,0.05,6.05,-0.03,-0.77,-0.58,-,0.05,Debt : Liquid,4.1,3.86,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
ITI Mutual Fund,ITI Long Term Equity Fund-Reg(G),EQ-ELSS,Unrated,146.3,2.54,18-Oct-19,NIFTY 500 - TRI,13.99,15.35,11.89,-0.05,9.11,5.58,-10.44,17.71,11.82,-,-,-,79,145154,68.37,17.73,10.78,Financials,-,-,-,-7.66,-0.72,-1.09,0.85,17.3,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
ITI Mutual Fund,ITI Mid Cap Fund-Reg(G),EQ-MID,Unrated,411.9,2.47,5-Mar-21,Nifty Midcap 150 - TRI,11.61,12.56,9.57,-1.46,10.5,7.11,-6.89,-,-,-,-,-,59,36881,22.97,66.53,5.79,Financials,-,-,-,-3.3,-0.43,-0.65,0.81,18.15,Equity : Mid Cap,0.53,23.53,1% on or before 12M Nil after 12M
ITI Mutual Fund,ITI Multi-Cap Fund-Reg(G),EQ-MLC,Unrated,450.5,2.65,15-May-19,Nifty500 Multicap 50:25:25 - TRI,13.89,15.17,11.7,-0.18,10.55,6.84,-9.29,18.76,8.68,-,-,-,85,71539,48.32,26.11,22.69,Financials,1.44,1.32,4.12,-6.53,-0.64,-0.96,0.82,17.35,Equity : Multi Cap,0.07,20.3,1% on or before 3M Nil after 3M
ITI Mutual Fund,ITI Overnight Fund-Reg(G),DT-ON,Unrated,68.5,0.18,24-Oct-19,CRISIL Overnight Index,1108.59,1108.59,1066.52,0.45,1.27,2.3,3.95,3.45,-,-,-,0,-,-,-,-,-,-,0.01,0.01,5.87,-0.1,-2.35,-1.29,-,0.04,Debt : Overnight,4.1,3.6,Nil
ITI Mutual Fund,ITI Pharma & Healthcare Fund-Reg(G),EQ-PHRM,Unrated,166.1,2.36,8-Nov-21,Nifty Healthcare Index - TRI,9.43,10.29,8.39,4.78,4,-1.81,-,-,-,-,-,-,30,45906,52.29,25.4,20.8,Healthcare,-,-,-,-,-,-,-,-,Equity : Sectoral - Pharma,-7.13,24.5,1% on or before 12M Nil after 12M
ITI Mutual Fund,ITI Small Cap Fund-Reg(G),EQ-SML,Unrated,411.9,2.51,17-Feb-20,Nifty Smallcap 250 - TRI,14.28,16.69,11.66,-0.65,10.94,2.87,-13.59,22.49,-,-,-,-,77,10793,7.61,11.37,76.98,Financials,-,-,-,-9.98,-0.71,-1.01,0.83,20.43,Equity : Small Cap,2.94,30.51,1% on or before 12M Nil after 12M
ITI Mutual Fund,ITI Ultra Short Duration Fund-Reg(G),DT-USD,Unrated,122.7,0.95,5-May-21,CRISIL Ultra Short Term Debt Index,1043.71,1043.71,1012.15,0.35,1.04,1.77,3.11,-,-,-,-,0,-,-,-,-,-,-,0.28,0.25,6.25,0.45,1.51,2.42,0.04,0.28,Debt : Ultra Short Duration,3.68,4.48,Nil
ITI Mutual Fund,ITI Value Fund-Reg(G),EQ-VAL,Unrated,141,2.45,14-Jun-21,NIFTY500 Value 50 - TRI,10.01,10.83,8.43,-0.04,10.55,5.8,-9.86,-,-,-,-,-,39,128590,72.47,11.1,13.2,Financials,-,-,-,-6.78,-0.66,-1.01,0.85,17.43,Equity : Value / Contra,3.04,21.88,1% on or before 3M Nil after 3M
JM Financial Mutual Fund,JM Arbitrage Fund(G),HY-ARB,Unrated,46.1,0.96,18-Jul-06,Nifty 50 Arbitrage,27.38,27.38,26.44,0.42,1.08,1.82,3.4,3.06,2.97,3.97,5.69,1508.95,29,68026,41.13,16.78,10.07,Construction,0.14,-,-,0.68,0.74,1.47,-0.02,0.92,Hybrid : Arbitrage,3.56,3.65,0.50% on or before 30D
JM Financial Mutual Fund,JM Dynamic Bond Fund-Reg(G),DT-DYN,Unrated,45.5,0.98,25-Jun-03,CRISIL Dynamic Debt Index,34.06,34.08,33.06,0.23,1.03,1.79,3.11,3.21,4.57,5.54,6.96,0,-,-,-,-,-,-,1.43,1.11,6.17,0.43,0.4,0.74,0.19,0.87,Debt : Dynamic Bond,2.02,5.08,Nil
JM Financial Mutual Fund,JM Equity Hybrid Fund(G),HY-EQ,Unrated,10.5,2.48,1-Apr-95,CRISIL Hybrid 35+65 - Aggressive Index,69.55,71.56,60.54,0.12,7.47,4.47,-3,22.34,20.08,9.32,11.44,85.98,25,150986,51.03,21.27,3.32,Financials,-,-,-,-3.98,-0.32,-0.5,0.92,14.01,Hybrid : Equity Oriented,1.35,8.53,1% on or before 60D
JM Financial Mutual Fund,JM Flexicap Fund-Reg(G),EQ-FLEX,3,225.6,2.51,23-Sep-08,S&P BSE 500 - TRI,53.33,55.49,45.1,-0.96,8.22,5.45,-1.41,30.6,15.91,11.45,15.49,86.3,41,136976,65.71,26.02,5.48,Financials,-,-,-,3.38,-0.1,-0.17,0.96,18.48,Equity : Flexi Cap,-2.7,16.46,1% on or before 1Y Nil after 1Y
JM Financial Mutual Fund,JM Focused Fund-Reg(G),EQ-LC,Unrated,42.3,2.45,5-Mar-08,S&P BSE 500 - TRI,11.89,12.44,10.09,-0.2,7.33,4.31,-5.88,22.33,8.16,6.01,12.74,121.5,24,141237,68.28,23.86,3.08,Financials,-,-,-,0.08,-0.28,-0.45,1.02,19.59,Equity : Large Cap,-3.51,14.3,1% on or before 1Y Nil after 1Y
JM Financial Mutual Fund,JM Large Cap Fund-Reg(G),EQ-LC,Unrated,48.3,2.5,1-Apr-95,S&P BSE 100 - TRI,99.66,103.81,85.05,-0.36,7.97,3.29,-3.02,17.55,14.09,9.37,11.18,72.03,30,207060,82.88,12.86,-,Financials,-,-,-,1.29,-0.22,-0.35,0.93,17.67,Equity : Large Cap,-3.51,14.3,1% on or before 1Y Nil after 1Y
JM Financial Mutual Fund,JM Liquid Fund(G),DT-LIQ,2,1284.5,0.25,31-Dec-97,Crisil Liquid Fund Index,59.29,59.29,56.89,0.47,1.33,2.41,4.22,3.71,3.94,5.21,6.77,0,-,-,-,-,-,-,0.1,0.09,6.24,0.1,1.25,1.05,0.01,0.07,Debt : Liquid,4.1,3.86,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
JM Financial Mutual Fund,JM Low Duration Fund(G),DT-LOWD,4,140,0.79,27-Sep-06,CRISIL Low Duration Debt Index,30.78,30.78,29.75,0.25,1,1.73,3.46,3.35,9.17,5.02,6.76,0,-,-,-,-,-,-,0.56,0.52,6.82,0.81,1.9,2.74,0.06,0.41,Debt : Low Duration,3.28,4.97,Nil
JM Financial Mutual Fund,JM Medium to Long Duration Fund-Reg(G),DT-M&LD,Unrated,21,1.03,1-Feb-95,CRISIL Medium to Long Term Debt Index,50.61,51.27,49.53,-0.25,0.81,0.59,-0.26,0.79,2.36,1.43,4.18,0,-,-,-,-,-,-,5.3,4.12,7.19,-2.85,-1.03,-1.54,0.77,3.11,Debt : Medium to Long Duration,1.11,4.88,Nil
JM Financial Mutual Fund,JM Overnight Fund-Reg(G),DT-ON,1,229,0.14,3-Dec-19,CRISIL Overnight Index,1106.34,1106.34,1063.06,0.47,1.32,2.37,4.07,3.57,-,-,-,0,-,-,-,-,-,-,0.01,0.01,5.85,-,-0.17,-0.09,-,0.04,Debt : Overnight,4.1,3.6,Nil
JM Financial Mutual Fund,JM Short Duration Fund-Reg(G),DT-SD,Unrated,139.6,1.22,29-Aug-22,Crisil Short Term Bond Fund Index,10.02,10.03,10,0.07,-,-,-,-,-,-,-,0,-,-,-,-,-,-,1.23,1.08,6.86,-,-,-,-,-,Debt : Short Duration,2.89,5.39,Nil
JM Financial Mutual Fund,JM Tax Gain Fund(G),EQ-ELSS,Unrated,68.9,2.42,31-Mar-08,S&P BSE 500 - TRI,28.11,30.49,24.12,-1.08,7.06,2.01,-6.87,25.86,15.66,11.7,15.45,103.84,41,138291,68.71,27.39,1.49,Financials,-,-,-,-2.37,-0.42,-0.65,0.97,18.69,Equity : Tax Saving (ELSS),-1.86,16.69,Nil
JM Financial Mutual Fund,JM Value Fund(G),EQ-VAL,3,154.6,2.52,2-Jun-97,S&P BSE 500 - TRI,50.92,54.58,43.03,-0.49,8.23,1.7,-5.92,27.94,15.47,8.97,14.33,81.5,39,92343,63.89,24.01,9.93,Financials,-,-,-,-1.21,-0.35,-0.53,0.95,18.58,Equity : Value / Contra,3.04,21.88,1% on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Balanced Advantage Fund-Reg(G),HY-DYN,3,14295.9,1.7,3-Aug-18,NIFTY 50 Hybrid Composite Debt 50:50 Index,14.7,15.04,13.55,-0.44,3.93,2.72,0.57,11.29,10.48,-,-,27,99,159771,51.22,12.66,3.23,Financials,5.61,2.41,7.29,-1.26,-0.21,-0.33,0.71,7.85,Hybrid : Dynamic Asset Allocation,1.18,10.47,Nil upto 8% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Banking and PSU Debt Fund(G),DT-B&PSU,4,6540.4,0.79,29-Dec-98,CRISIL Banking and PSU Debt Index,53.52,53.53,52.08,0.29,1.46,1.68,2.79,3.81,6.08,6.82,7.9,0,-,-,-,-,-,-,5.57,2.21,7.5,0.23,0.09,0.11,0.24,1.4,Debt : Banking & PSU,2.42,5.6,Nil
Kotak Mutual Fund,Kotak Bluechip Fund(G),EQ-LC,4,4934.4,1.97,4-Feb-03,NIFTY 100 - TRI,373.68,392.39,325.27,-0.68,6.63,2.38,-5.98,21.63,15.93,11.69,13.53,3.92,60,209777,78.12,16.93,2.16,Financials,-,-,-,-1.64,-0.39,-0.61,0.95,17.74,Equity : Large Cap,-3.51,14.3,Nil upto 10% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Bond Fund-Reg(G),DT-M&LD,3,1562.3,1.79,25-Nov-99,NIFTY Medium to Long Term Debt Index,62.95,63.26,61.26,0.05,1.71,1.51,0.78,2.66,5.37,5.68,6.8,0,-,-,-,-,-,-,6.68,2.65,7.43,-1.71,-0.8,-1.21,0.6,2.49,Debt : Medium to Long Duration,1.11,4.88,NIL
Kotak Mutual Fund,Kotak Bond Short Term Fund(G),DT-SD,4,12724.1,1.16,2-May-02,Nifty Short Duration Debt Index,42.92,42.98,42.04,0.15,1.1,1.24,2,3.08,5.37,6.12,7.25,0,-,-,-,-,-,-,3.8,1.73,7.49,-0.55,-0.57,-0.75,0.29,1.23,Debt : Short Duration,2.89,5.39,Nil
Kotak Mutual Fund,Kotak Business Cycle Fund-Reg(G),EQ-THEM,Unrated,2271.3,-,28-Sep-22,NIFTY 500 - TRI,10.09,10.09,10,-,-,-,-,-,-,-,-,-,15,180649,4.29,2.6,-,Financials,-,-,-,-,-,-,-,-,Equity : Thematic,7.27,15.07,Nil upto 10% of investments and 1% for remaining investments on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Corporate Bond Fund(G),DT-CORP,2,8585.4,0.65,21-Sep-07,CRISIL Corporate Bond Index,3072.96,3073.22,2991.93,0.18,1.28,1.52,2.72,3.69,5.66,6.67,7.67,0,-,-,-,-,-,-,3.12,1.38,7.45,0.15,0.05,0.06,0.23,1.12,Debt : Corporate Bond,2.2,5.79,Nil
Kotak Mutual Fund,Kotak Credit Risk Fund(G),DT-CR,3,1504.5,1.69,11-May-10,NIFTY Credit Risk Bond Index,24.31,24.71,23.92,-0.06,0.88,-1,0.2,3.55,4.43,5.43,7.25,0,-,-,-,-,-,-,2.88,1.61,8.1,-2.37,-1.04,-1.14,0.15,2.33,Debt : Credit Risk,3.6,5.53,Nil upto 6% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Debt Hybrid Fund(G),HY-DT(CO),5,1571.1,1.82,2-Dec-03,CRISIL Hybrid 85+15 - Conservative Index,43.91,44.26,41.19,0.01,3.64,2.84,1.79,11.45,10.68,8.22,9.55,0,49,95625,15.22,4.56,4.82,Financials,5.76,2.36,7.27,-0.35,-0.13,-0.2,0.6,4.94,Hybrid : Debt Oriented (Conservative),0.59,9.76,Nil upto 8% of investments and 1% for remaining investments on or before 6M Nil after 6M
Kotak Mutual Fund,Kotak Dynamic Bond Fund-Reg(G),DT-DYN,4,2022.1,1.29,28-May-08,NIFTY Composite Debt Index,30.42,30.64,29.7,-0.12,1.32,0.99,1.47,2.92,5.67,6.71,8.12,0,-,-,-,-,-,-,7.48,3.03,7.52,-1.06,-0.62,-0.91,0.46,2.04,Debt : Dynamic Bond,2.02,5.08,Nil
Kotak Mutual Fund,Kotak Emerging Equity Fund(G),EQ-MID,4,21996.1,1.7,30-Mar-07,Nifty Midcap 150 - TRI,75.9,79.21,63.27,-2.22,8.8,3.08,1,35.7,25.83,14.49,19.57,3.46,71,31448,14.51,68.87,10.61,Automobile and Ancillaries,-,-,-,4.76,0.02,0.04,0.78,17.22,Equity : Mid Cap,0.53,23.53,Nil upto 10% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Equity Arbitrage Fund(G),HY-ARB,4,22408.4,1.01,29-Sep-05,Nifty 50 Arbitrage,30.92,30.92,29.67,0.46,1.19,2.11,4.1,4.04,4.16,5.04,6.37,536.65,161,93087,44.23,21.1,4.82,Financials,0.01,0.01,6.04,1.29,1.44,2.96,-0.02,0.91,Hybrid : Arbitrage,3.56,3.65,0.25% on or before 30D Nil after 30D
Kotak Mutual Fund,Kotak Equity Hybrid Fund(G),HY-EQ,5,2922.1,2.01,3-Nov-14,NIFTY 50 Hybrid Composite Debt 65:35 Index,40.72,42.17,36.34,-1.52,5.41,1.72,-0.01,22.95,16.86,11.62,-,7.21,60,104371,43.43,18.49,9.83,Financials,5.47,2.77,5.96,-0.63,-0.09,-0.13,0.82,12.66,Hybrid : Equity Oriented,1.35,8.53,Nil upto 8% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Equity Opp Fund(G),EQ-L&M,3,10759.4,1.8,9-Sep-04,NIFTY LargeMidcap 250 - TRI,204.19,211.36,172.19,-1.14,8.67,2.61,0.98,25.9,19.46,12.32,15.61,12.72,63,107579,55.62,34.12,5.15,Financials,-,-,-,5.14,0.02,0.03,0.87,17.27,Equity : Large & Mid Cap,-1.58,18.24,Nil upto 10% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Equity Savings Fund(G),HY-EQ,2,1968.2,2.13,13-Oct-14,NIFTY 50 Equity Savings Index - TRI,19.13,19.2,18.03,0.25,3.52,2.64,4.64,10.77,9.34,7.87,-,30.73,64,137188,57.09,8.68,2.19,Financials,3.35,0.12,6.61,2.29,0.4,0.65,0.3,5.28,Hybrid : Equity Oriented,1.35,8.53,Nil upto 8% of investments and 1% for remaining investments on or before 90D Nil after 90D
Kotak Mutual Fund,Kotak ESG Opportunities Fund-Reg(G),EQ-THEM,Unrated,1264.2,2.1,11-Dec-20,NIFTY100 ESG - TRI,11.55,12.86,9.98,-0.26,7.27,-3.16,-9.87,-,-,-,-,22.96,43,178608,74.99,17.36,4.52,Financials,-,-,-,-5.47,-0.59,-0.92,0.95,18.25,Equity : Thematic,7.27,15.07,Nil upto 10% of units and 1% for remaining units on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Flexicap Fund(G),EQ-FLEX,2,35933.4,1.57,11-Sep-09,NIFTY 500 - TRI,53.3,55.55,45.49,-1.15,8.42,2.28,-3.18,21.1,14.08,10.51,15.65,7.47,49,176772,72.58,23.85,1.42,Financials,-,-,-,1.69,-0.2,-0.31,0.96,18.36,Equity : Flexi Cap,-2.7,16.46,Nil upto 10% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Floating Rate Fund-Reg(G),DT-FL,4,5656.1,0.62,14-May-19,NIFTY Ultra Short Duration Debt Index,1230.13,1230.37,1197.86,0.24,1.41,1.59,2.61,4.09,6.09,-,-,0,-,-,-,-,-,-,4.09,1.39,7.59,0.05,-0.06,-0.07,0.24,1.31,Debt : Floater,3.09,5.61,Nil
Kotak Mutual Fund,Kotak Focused Equity Fund-Reg(G),EQ-MLC,Unrated,2419.5,2.09,16-Jul-19,NIFTY 500 - TRI,16.5,17.5,14.19,-0.52,8.32,1.85,-3.96,23.82,16.34,-,-,18.36,31,154360,65.78,27.38,3.65,Financials,-,-,-,0.48,-0.26,-0.41,0.92,17.55,Equity : Multi Cap,0.07,20.3,Nil upto 10% of investment and 1% for remaining investment on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Gilt Fund-PF&Trust(G),DT-GILT,3,1703.7,1.47,11-Nov-03,Nifty All Duration G-Sec Index,80.99,81.09,78.49,0.35,2.19,1.98,0.95,2.95,5.7,6.17,7.38,0,-,-,-,-,-,-,8.12,2.25,7.53,-1.54,-0.84,-1.39,0.47,2.09,Debt : Gilt,1.22,5.04,Nil
Kotak Mutual Fund,Kotak Gilt Fund-Reg(G),DT-GILT,3,1703.7,1.47,29-Dec-98,Nifty All Duration G-Sec Index,79.17,79.26,76.72,0.35,2.19,1.98,0.95,2.95,5.7,6.17,7.36,0,-,-,-,-,-,-,8.12,2.25,7.53,-1.54,-0.84,-1.39,0.47,2.09,Debt : Gilt,1.22,5.04,Nil
Kotak Mutual Fund,Kotak Global Emerging Mkt Fund(G),FOF-OVR,Unrated,111.1,1.69,26-Sep-07,MSCI Emerging Market Index,17.73,23.63,17.52,-4.48,-6.28,-12.41,-24.04,-3.63,3.44,2.55,4.7,102.2,-,-,-,-,-,-,-,-,-,-27.72,-1.54,-2.47,0.64,18.31,FoFs : Overseas,-21.18,4.44,Nil upto 10% of units and 1% for remaining units on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Global Innovation FoF-Reg(G),FOF-OVR,Unrated,1042.8,1.64,29-Jul-21,MSCI AC World Index,6.6,10.14,6.05,-2.33,-1.99,-17.22,-34.28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-41.33,-1.3,-2.14,2.12,31.94,FoFs : Overseas,-21.18,4.44,1% on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Gold ETF,GOLD-ETF,Unrated,2356.9,0.55,27-Jul-07,Gold-India,43.08,47.55,41.15,1.77,-1.28,-6.45,5.26,-1.51,8.36,10.21,3.85,-,-,-,-,-,-,-,-,-,-,1.74,0.15,0.26,-0.41,13.29,Gold : ETFs,-3.32,12.35,Nil
Kotak Mutual Fund,Kotak Gold Fund(G),GOLD-MF,Unrated,1295.5,0.54,25-Mar-11,Gold-India,20.24,21.67,19.42,1.47,-1.33,-6.73,4.05,-1.84,7.95,9.54,3.37,-,1,-,-,-,-,-,-,-,-,0.5,0.06,0.12,-0.54,11.96,Gold : MFs,3.72,7.87,Nil upto 6% of units and 1% for remaining units on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak India EQ Contra Fund(G),EQ-VAL,2,1344.1,2.26,27-Jul-05,NIFTY500 Value 50 - TRI,84.64,87.46,72.5,-0.53,8.06,2.37,-3.13,24.73,16.66,12.43,14.08,18,58,154569,71.79,24.3,1.66,Financials,-,-,-,1.29,-0.22,-0.34,0.92,17.48,Equity : Value / Contra,3.04,21.88,1% on or before 90D Nil after 90D
Kotak Mutual Fund,Kotak Infra & Eco Reform Fund(G),EQ-INFRA,3,642.2,2.52,25-Feb-08,Nifty Infrastructure - TRI,35.96,37.85,29.02,-2.83,10.15,9.15,7,45.1,22.17,10.55,14.77,9.69,44,36826,33.37,39.71,24.09,Automobile and Ancillaries,-,-,-,11.01,0.39,0.6,0.77,17.22,Equity : Sectoral - Infrastructure,5.4,20.87,1% on or before 90D Nil after 90D
Kotak Mutual Fund,Kotak International REIT FOF-Reg(G),FOF-OVR,Unrated,132.8,1.38,29-Dec-20,S&P Asia Pacific ex Japan REIT - TRI,8.42,10.53,8.29,-9.14,-11.37,-18.08,-17.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-22.15,-1.07,-1.59,0.65,20.35,FoFs : Overseas,-21.18,4.44,Nil upto 8% of units and 1% for remaining units on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Liquid Fund-Reg(G),DT-LIQ,4,26083.5,0.32,4-Nov-03,Nifty Liquid Fund Index,4387.26,4387.26,4214,0.44,1.29,2.33,4.11,3.63,3.94,5.17,6.71,0,-,-,-,-,-,-,0.13,0.13,6.2,0.58,4.53,6.67,0.01,0.13,Debt : Liquid,4.1,3.86,0.007% for Day 1 0.0065% on Day 2 0.0060% on Day 3 0.0055% on Day 4 0.0050% on Day 5 0.0045% on Day 6 NIL on or after 7D
Kotak Mutual Fund,Kotak Low Duration Fund(G),DT-LOWD,5,6862.2,1.17,6-Mar-08,NIFTY Low Duration Debt Index,2774.85,2775.41,2692.58,0.32,1.29,1.76,3.09,3.53,5.14,6.11,7.29,0,-,-,-,-,-,-,2.43,0.7,7.39,0.48,0.61,0.85,0.13,0.68,Debt : Low Duration,3.28,4.97,Nil
Kotak Mutual Fund,Kotak Manufacture in India Fund-Reg(G),EQ-THEM,Unrated,870.5,2.36,22-Feb-22,Nifty India Manufacturing - TRI,11.07,11.56,9.56,-1.38,5.32,5.42,-,-,-,-,-,2.13,44,75821,58.37,33.33,6.36,Automobile and Ancillaries,-,-,-,-,-,-,-,-,Equity : Thematic,7.27,15.07,Nil upto 10% of investments and 1% for remaining investments on or before 1Y Nil after 1Y
Kotak Mutual Fund,Kotak Medium Term Fund(G),DT-MD,3,1889.2,1.57,21-Mar-14,NIFTY Medium Duration Debt Index,18.5,18.58,18.07,-0.01,1.16,1.22,2.4,4.18,5.66,5.58,-,0,1,-,-,-,-,-,6.28,2.81,8.01,-0.1,-0.16,-0.22,0.36,1.69,Debt : Medium Duration,1.38,5.02,Nil
Kotak Mutual Fund,Kotak Money Market Fund(G),DT-MM,3,12791.3,0.35,14-Jul-03,Nifty Money Market Index,3685.6,3685.6,3537.88,0.36,1.19,2.19,4.18,3.94,4.66,5.95,7.13,0,-,-,-,-,-,-,0.41,0.41,6.81,1.51,4.51,7.24,0.04,0.33,Debt : Money Market,3.75,4.5,Nil
Kotak Mutual Fund,Kotak Multi Asset Allocator FoF-Dynamic(G),FOF-DOM,Unrated,656.1,0.94,9-Aug-04,NIFTY 50 Hybrid Composite Debt 50:50 Index,140.79,144.49,125.03,-0.8,6.24,3.22,2.36,20.07,18.4,13.45,14.22,0,-,-,-,-,-,-,-,-,-,0.91,0.05,0.08,0.72,10.13,FoFs : Domestic,-3.72,13.95,Nil upto 8% of units and 1% for remaining units on or before 1Y Nil after 1Y
